datetime,count
2011-01-22 16:00:00,87.79
2011-01-22 17:00:00,87.62
2011-01-22 18:00:00,69.07
2011-01-22 19:00:00,52.66
2011-01-22 20:00:00,43.58
2011-01-22 21:00:00,39.14
2011-01-22 22:00:00,32.01
2011-01-22 23:00:00,22.16
2011-01-23 00:00:00,32.27
2011-01-23 01:00:00,25.17
2011-01-23 02:00:00,18.59
2011-01-23 03:00:00,14.61
2011-01-23 05:00:00,2.76
2011-01-23 06:00:00,5.77
2011-01-23 07:00:00,22.47
2011-01-23 08:00:00,31.61
2011-01-23 09:00:00,45.63
2011-01-23 10:00:00,61.92
2011-01-23 11:00:00,67.75
2011-01-23 12:00:00,75.77
2011-01-23 13:00:00,75.83
2011-01-23 14:00:00,80.13
2011-01-23 15:00:00,80.99
2011-01-23 16:00:00,86.21
2011-01-23 17:00:00,87.43
2011-01-23 18:00:00,77.37
2011-01-23 19:00:00,54.28
2011-01-23 20:00:00,38.37
2011-01-23 21:00:00,32.45
2011-01-23 22:00:00,20.14
2011-01-23 23:00:00,16.25
2011-01-24 00:00:00,10.97
2011-01-24 01:00:00,4.75
2011-01-24 03:00:00,2.85
2011-01-24 04:00:00,2.75
2011-01-24 05:00:00,7.2
2011-01-24 06:00:00,35.1
2011-01-24 07:00:00,79.1
2011-01-24 08:00:00,161.64
2011-01-24 09:00:00,117.15
2011-01-24 10:00:00,52.23
2011-01-24 11:00:00,44.92
2011-01-24 12:00:00,49.29
2011-01-24 13:00:00,40.66
2011-01-24 14:00:00,37.95
2011-01-24 15:00:00,48.44
2011-01-24 16:00:00,62.62
2011-01-24 17:00:00,140.7
2011-01-24 18:00:00,140.49
2011-01-24 19:00:00,94.65
2011-01-24 20:00:00,64.09
2011-01-24 21:00:00,47.27
2011-01-24 22:00:00,25.17
2011-01-24 23:00:00,18.82
2011-01-25 00:00:00,9.72
2011-01-25 01:00:00,4.86
2011-01-25 02:00:00,5.25
2011-01-25 04:00:00,2.26
2011-01-25 05:00:00,6.82
2011-01-25 06:00:00,35.99
2011-01-25 07:00:00,74.16
2011-01-25 08:00:00,153.81
2011-01-25 09:00:00,115.98
2011-01-25 10:00:00,49.67
2011-01-25 11:00:00,57.22
2011-01-25 12:00:00,71.49
2011-01-25 13:00:00,68.25
2011-01-25 14:00:00,76.98
2011-01-25 15:00:00,82.14
2011-01-25 16:00:00,105.4
2011-01-25 17:00:00,202.27
2011-01-25 18:00:00,179.57
2011-01-25 19:00:00,119.17
2011-01-25 20:00:00,71.39
2011-01-25 21:00:00,48.8
2011-01-25 22:00:00,32.87
2011-01-25 23:00:00,20.55
2011-01-26 00:00:00,11.36
2011-01-26 01:00:00,6.4
2011-01-26 02:00:00,4.35
2011-01-26 05:00:00,5.07
2011-01-26 06:00:00,25.85
2011-01-26 07:00:00,86.02
2011-01-26 08:00:00,161.96
2011-01-26 09:00:00,101.75
2011-01-26 10:00:00,46.43
2011-01-26 11:00:00,43.02
2011-01-26 12:00:00,42.77
2011-01-26 13:00:00,42.83
2011-01-26 14:00:00,42.56
2011-01-26 15:00:00,43.56
2011-01-26 16:00:00,63.61
2011-01-26 17:00:00,134.92
2011-01-27 16:00:00,71.81
2011-01-27 17:00:00,145.19
2011-01-27 18:00:00,137.02
2011-01-27 19:00:00,98.38
2011-01-27 20:00:00,74.47
2011-01-27 21:00:00,49.38
2011-01-27 22:00:00,35.18
2011-01-27 23:00:00,21.81
2011-01-28 00:00:00,13.32
2011-01-28 01:00:00,6.58
2011-01-28 02:00:00,4.56
2011-01-28 03:00:00,2.92
2011-01-28 05:00:00,7.36
2011-01-28 06:00:00,33.48
2011-01-28 07:00:00,84.64
2011-01-28 08:00:00,177.76
2011-01-28 09:00:00,107.56
2011-01-28 10:00:00,40.64
2011-01-28 11:00:00,47.29
2011-01-28 12:00:00,47.45
2011-01-28 13:00:00,47.8
2011-01-28 14:00:00,45.23
2011-01-28 15:00:00,46.67
2011-01-28 16:00:00,74.17
2011-01-28 17:00:00,144.94
2011-01-28 18:00:00,143.32
2011-01-28 19:00:00,103.58
2011-01-28 20:00:00,70.29
2011-01-28 21:00:00,46.22
2011-01-28 22:00:00,39.16
2011-01-28 23:00:00,24.65
2011-01-29 00:00:00,33.17
2011-01-29 01:00:00,22.9
2011-01-29 02:00:00,18.14
2011-01-29 03:00:00,13.69
2011-01-29 04:00:00,3.7
2011-01-29 06:00:00,5.93
2011-01-29 07:00:00,20.17
2011-01-29 08:00:00,28.71
2011-01-29 09:00:00,42.32
2011-01-29 10:00:00,67.5
2011-01-29 11:00:00,66.25
2011-01-29 12:00:00,76.56
2011-01-29 13:00:00,81.55
2011-01-29 14:00:00,77.65
2011-01-29 15:00:00,77.71
2011-01-29 16:00:00,83.9
2011-01-29 17:00:00,84.47
2011-01-29 18:00:00,73.26
2011-01-29 19:00:00,66.44
2011-01-29 20:00:00,48.12
2011-01-29 21:00:00,38.39
2011-01-29 22:00:00,29.48
2011-01-29 23:00:00,21.34
2011-01-30 00:00:00,34.43
2011-01-30 01:00:00,27.74
2011-01-30 02:00:00,20.64
2011-01-30 03:00:00,13.82
2011-01-30 04:00:00,4.84
2011-01-30 05:00:00,4.01
2011-01-30 07:00:00,17.08
2011-01-30 08:00:00,26.0
2011-01-30 09:00:00,34.16
2011-01-30 10:00:00,63.14
2011-01-30 11:00:00,68.9
2011-01-30 12:00:00,102.69
2011-01-30 13:00:00,89.31
2011-01-30 14:00:00,95.58
2011-01-30 15:00:00,107.59
2011-01-30 16:00:00,107.05
2011-01-30 17:00:00,84.22
2011-01-30 18:00:00,72.32
2011-01-30 19:00:00,54.76
2011-01-30 20:00:00,42.59
2011-01-30 21:00:00,31.68
2011-01-30 22:00:00,20.33
2011-01-30 23:00:00,16.02
2011-01-31 00:00:00,12.28
2011-01-31 01:00:00,4.5
2011-01-31 02:00:00,5.45
2011-01-31 03:00:00,3.41
2011-01-31 04:00:00,2.39
2011-01-31 05:00:00,4.38
2011-01-31 06:00:00,36.13
2011-01-31 07:00:00,77.81
2011-01-31 08:00:00,150.99
2011-01-31 09:00:00,105.89
2011-01-31 10:00:00,38.81
2011-01-31 11:00:00,39.25
2011-01-31 12:00:00,47.24
2011-01-31 13:00:00,52.74
2011-01-31 14:00:00,41.43
2011-01-31 15:00:00,42.03
2011-01-31 16:00:00,61.45
2011-01-31 17:00:00,142.05
2011-01-31 18:00:00,139.91
2011-01-31 19:00:00,131.24
2011-01-31 20:00:00,64.8
2011-01-31 21:00:00,45.72
2011-01-31 22:00:00,28.19
2011-01-31 23:00:00,19.13
2011-02-20 00:00:00,39.55
2011-02-20 01:00:00,30.59
2011-02-20 02:00:00,20.41
2011-02-20 03:00:00,12.12
2011-02-20 04:00:00,3.12
2011-02-20 06:00:00,5.67
2011-02-20 07:00:00,17.58
2011-02-20 08:00:00,34.71
2011-02-20 09:00:00,48.93
2011-02-20 10:00:00,95.55
2011-02-20 11:00:00,113.01
2011-02-20 12:00:00,121.72
2011-02-20 13:00:00,147.86
2011-02-20 14:00:00,141.2
2011-02-20 15:00:00,152.57
2011-02-20 16:00:00,147.35
2011-02-20 17:00:00,106.93
2011-02-20 18:00:00,85.69
2011-02-20 19:00:00,71.76
2011-02-20 20:00:00,74.01
2011-02-20 21:00:00,57.4
2011-02-20 22:00:00,49.87
2011-02-20 23:00:00,42.49
2011-02-21 00:00:00,35.94
2011-02-21 01:00:00,23.29
2011-02-21 02:00:00,12.57
2011-02-21 03:00:00,5.01
2011-02-21 04:00:00,4.33
2011-02-21 05:00:00,7.37
2011-02-21 06:00:00,27.62
2011-02-21 07:00:00,82.91
2011-02-21 08:00:00,107.42
2011-02-21 09:00:00,87.67
2011-02-21 10:00:00,85.56
2011-02-21 11:00:00,96.83
2011-02-21 12:00:00,99.9
2011-02-21 13:00:00,81.43
2011-02-21 14:00:00,89.5
2011-02-21 15:00:00,91.63
2011-02-21 16:00:00,88.59
2011-02-21 17:00:00,103.77
2011-02-21 18:00:00,89.48
2011-02-21 19:00:00,74.31
2011-02-21 20:00:00,48.03
2011-02-21 21:00:00,39.41
2011-02-21 22:00:00,25.22
2011-02-21 23:00:00,17.88
2011-02-22 06:00:00,32.92
2011-02-22 07:00:00,90.25
2011-02-22 08:00:00,192.3
2011-02-22 09:00:00,128.87
2011-02-22 10:00:00,43.59
2011-02-22 11:00:00,47.66
2011-02-22 12:00:00,47.47
2011-02-22 13:00:00,51.65
2011-02-22 14:00:00,51.03
2011-02-22 15:00:00,70.13
2011-02-22 16:00:00,71.6
2011-02-22 17:00:00,144.12
2011-02-22 18:00:00,143.84
2011-02-22 19:00:00,100.6
2011-02-22 20:00:00,78.02
2011-02-22 21:00:00,56.95
2011-02-22 22:00:00,30.14
2011-02-22 23:00:00,21.87
2011-02-23 00:00:00,13.64
2011-02-23 01:00:00,6.11
2011-02-23 02:00:00,4.81
2011-02-23 03:00:00,2.39
2011-02-23 05:00:00,7.82
2011-02-23 06:00:00,34.19
2011-02-23 07:00:00,87.49
2011-02-23 08:00:00,181.99
2011-02-23 09:00:00,133.66
2011-02-23 10:00:00,52.93
2011-02-23 11:00:00,58.55
2011-02-23 12:00:00,75.01
2011-02-23 13:00:00,82.43
2011-02-23 14:00:00,81.41
2011-02-23 15:00:00,90.2
2011-02-23 16:00:00,122.94
2011-02-23 17:00:00,217.54
2011-02-23 18:00:00,200.94
2011-02-23 19:00:00,144.94
2011-02-23 20:00:00,77.61
2011-02-23 21:00:00,65.7
2011-02-23 22:00:00,46.67
2011-02-23 23:00:00,29.78
2011-02-24 00:00:00,14.41
2011-02-24 01:00:00,6.78
2011-02-24 02:00:00,4.57
2011-02-24 03:00:00,2.94
2011-02-24 05:00:00,8.35
2011-02-24 06:00:00,37.51
2011-02-24 07:00:00,94.49
2011-02-24 08:00:00,233.78
2011-02-24 09:00:00,130.34
2011-02-24 10:00:00,58.37
2011-02-24 11:00:00,73.73
2011-02-24 12:00:00,89.32
2011-02-24 13:00:00,85.47
2011-02-24 14:00:00,83.56
2011-02-24 15:00:00,68.39
2011-02-24 16:00:00,90.43
2011-02-24 17:00:00,173.63
2011-02-24 18:00:00,160.98
2011-02-24 19:00:00,114.93
2011-02-24 20:00:00,83.13
2011-02-24 21:00:00,65.62
2011-02-24 22:00:00,54.09
2011-02-24 23:00:00,44.4
2011-02-25 00:00:00,19.34
2011-02-25 01:00:00,10.63
2011-02-25 02:00:00,8.58
2011-02-25 03:00:00,2.75
2011-02-25 05:00:00,8.3
2011-02-25 06:00:00,32.42
2011-02-25 07:00:00,93.13
2011-02-25 08:00:00,179.19
2011-02-25 09:00:00,112.46
2011-02-25 10:00:00,67.22
2011-02-25 11:00:00,133.65
2011-02-25 12:00:00,164.54
2011-02-25 13:00:00,164.8
2011-02-25 14:00:00,165.22
2011-02-25 15:00:00,184.77
2011-02-25 16:00:00,113.16
2011-02-25 17:00:00,181.41
2011-02-25 18:00:00,166.34
2011-02-25 19:00:00,118.21
2011-02-25 20:00:00,76.6
2011-02-25 21:00:00,53.3
2011-02-25 22:00:00,40.23
2011-02-25 23:00:00,31.99
2011-02-26 00:00:00,34.38
2011-02-26 01:00:00,24.52
2011-02-26 02:00:00,18.23
2011-02-26 03:00:00,14.3
2011-02-26 04:00:00,4.48
2011-02-26 05:00:00,4.58
2011-02-26 06:00:00,6.3
2011-02-26 07:00:00,19.54
2011-02-26 08:00:00,43.13
2011-02-26 09:00:00,54.02
2011-02-26 10:00:00,101.19
2011-02-26 11:00:00,131.02
2011-02-26 12:00:00,126.86
2011-02-26 13:00:00,124.76
2011-02-26 14:00:00,123.49
2011-02-26 15:00:00,133.83
2011-02-26 16:00:00,126.75
2011-02-26 17:00:00,114.35
2011-02-26 18:00:00,90.74
2011-02-26 19:00:00,69.97
2011-02-26 20:00:00,60.01
2011-02-26 21:00:00,43.9
2011-02-26 22:00:00,49.45
2011-02-26 23:00:00,45.02
2011-02-27 00:00:00,37.67
2011-02-27 01:00:00,30.38
2011-02-27 02:00:00,24.83
2011-02-27 03:00:00,16.69
2011-02-27 04:00:00,5.89
2011-02-27 06:00:00,6.64
2011-02-27 07:00:00,18.56
2011-02-27 08:00:00,50.29
2011-02-27 09:00:00,61.04
2011-02-27 10:00:00,90.82
2011-02-27 11:00:00,118.64
2011-02-27 12:00:00,136.55
2011-02-27 13:00:00,155.46
2011-02-27 14:00:00,170.67
2011-02-27 15:00:00,233.73
2011-02-27 16:00:00,249.71
2011-02-27 17:00:00,125.99
2011-02-27 18:00:00,94.11
2011-02-27 19:00:00,83.64
2011-02-27 20:00:00,79.69
2011-02-27 21:00:00,75.32
2011-02-27 22:00:00,59.11
2011-02-27 23:00:00,46.0
2011-02-28 00:00:00,24.16
2011-02-28 01:00:00,6.66
2011-02-28 03:00:00,3.02
2011-02-28 05:00:00,8.75
2011-02-28 06:00:00,39.72
2011-02-28 07:00:00,120.5
2011-02-28 08:00:00,217.86
2011-02-28 09:00:00,141.41
2011-02-28 10:00:00,98.84
2011-02-28 11:00:00,125.25
2011-02-28 12:00:00,145.25
2011-02-28 13:00:00,119.72
2011-02-28 14:00:00,66.42
2011-02-28 15:00:00,66.84
2011-02-28 16:00:00,89.27
2011-02-28 17:00:00,161.5
2011-02-28 18:00:00,137.21
2011-02-28 19:00:00,99.38
2011-02-28 20:00:00,89.23
2011-02-28 21:00:00,82.98
2011-02-28 22:00:00,48.4
2011-02-28 23:00:00,29.57
2011-03-20 00:00:00,41.66
2011-03-20 01:00:00,35.16
2011-03-20 02:00:00,25.13
2011-03-20 03:00:00,17.71
2011-03-20 04:00:00,3.76
2011-03-20 05:00:00,3.96
2011-03-20 06:00:00,6.36
2011-03-20 07:00:00,26.22
2011-03-20 08:00:00,56.84
2011-03-20 09:00:00,81.33
2011-03-20 10:00:00,137.05
2011-03-20 11:00:00,132.37
2011-03-20 12:00:00,144.18
2011-03-20 13:00:00,147.77
2011-03-20 14:00:00,149.0
2011-03-20 15:00:00,148.32
2011-03-20 16:00:00,158.71
2011-03-20 17:00:00,133.26
2011-03-20 18:00:00,141.65
2011-03-20 19:00:00,103.99
2011-03-20 20:00:00,82.84
2011-03-20 21:00:00,66.6
2011-03-20 22:00:00,58.42
2011-03-20 23:00:00,44.83
2011-03-21 00:00:00,23.46
2011-03-21 01:00:00,9.75
2011-03-21 02:00:00,6.9
2011-03-21 03:00:00,3.79
2011-03-21 05:00:00,8.16
2011-03-21 06:00:00,35.86
2011-03-21 07:00:00,118.81
2011-03-21 08:00:00,210.14
2011-03-21 09:00:00,143.1
2011-03-21 10:00:00,79.19
2011-03-21 11:00:00,88.28
2011-03-21 12:00:00,97.93
2011-03-21 13:00:00,133.62
2011-03-21 14:00:00,133.2
2011-03-21 15:00:00,151.58
2011-03-21 16:00:00,186.05
2011-03-21 17:00:00,338.5
2011-03-21 18:00:00,310.3
2011-03-21 19:00:00,265.56
2011-03-21 20:00:00,183.72
2011-03-21 21:00:00,107.71
2011-03-21 22:00:00,88.67
2011-03-21 23:00:00,56.49
2011-03-22 00:00:00,31.53
2011-03-22 01:00:00,10.68
2011-03-22 02:00:00,8.54
2011-03-22 03:00:00,4.62
2011-03-22 04:00:00,4.09
2011-03-22 05:00:00,12.61
2011-03-22 06:00:00,44.64
2011-03-22 07:00:00,128.31
2011-03-22 08:00:00,217.16
2011-03-22 09:00:00,136.59
2011-03-22 10:00:00,107.57
2011-03-22 11:00:00,122.59
2011-03-22 12:00:00,155.77
2011-03-22 13:00:00,129.82
2011-03-22 14:00:00,132.03
2011-03-22 15:00:00,132.1
2011-03-22 16:00:00,187.11
2011-03-22 17:00:00,345.29
2011-03-22 18:00:00,304.34
2011-03-22 19:00:00,185.76
2011-03-22 20:00:00,138.09
2011-03-22 21:00:00,100.68
2011-03-22 22:00:00,67.2
2011-03-22 23:00:00,44.03
2011-03-23 00:00:00,23.21
2011-03-23 01:00:00,9.23
2011-03-23 02:00:00,6.36
2011-03-23 03:00:00,3.76
2011-03-23 05:00:00,10.35
2011-03-23 06:00:00,42.33
2011-03-23 07:00:00,106.96
2011-03-23 08:00:00,213.81
2011-03-23 09:00:00,137.82
2011-03-23 10:00:00,71.64
2011-03-23 11:00:00,81.37
2011-03-23 12:00:00,78.76
2011-03-23 13:00:00,77.11
2011-03-23 14:00:00,92.14
2011-03-23 15:00:00,89.79
2011-03-23 16:00:00,128.39
2011-03-23 17:00:00,221.44
2011-03-23 18:00:00,171.68
2011-03-23 19:00:00,125.91
2011-03-23 20:00:00,77.91
2011-03-23 21:00:00,60.67
2011-03-23 22:00:00,52.58
2011-03-23 23:00:00,39.96
2011-03-24 00:00:00,16.81
2011-03-24 01:00:00,9.82
2011-03-24 02:00:00,6.02
2011-03-24 03:00:00,3.07
2011-03-24 04:00:00,2.71
2011-03-24 05:00:00,9.53
2011-03-24 06:00:00,39.58
2011-03-24 07:00:00,94.11
2011-03-24 08:00:00,134.65
2011-03-24 09:00:00,123.81
2011-03-24 10:00:00,63.27
2011-03-24 11:00:00,76.45
2011-03-24 12:00:00,83.4
2011-03-24 13:00:00,86.92
2011-03-24 14:00:00,87.03
2011-03-24 15:00:00,84.57
2011-03-24 16:00:00,104.45
2011-03-24 17:00:00,186.93
2011-03-24 18:00:00,171.76
2011-03-24 19:00:00,123.01
2011-03-24 20:00:00,93.47
2011-03-24 21:00:00,65.96
2011-03-24 22:00:00,52.73
2011-03-24 23:00:00,36.64
2011-03-25 00:00:00,17.24
2011-03-25 01:00:00,6.36
2011-03-25 02:00:00,5.55
2011-03-25 03:00:00,3.73
2011-03-25 04:00:00,2.54
2011-03-25 05:00:00,11.35
2011-03-25 06:00:00,42.71
2011-03-25 07:00:00,115.94
2011-03-25 08:00:00,217.55
2011-03-25 09:00:00,130.97
2011-03-25 10:00:00,81.65
2011-03-25 11:00:00,89.97
2011-03-25 12:00:00,97.37
2011-03-25 13:00:00,98.72
2011-03-25 14:00:00,95.91
2011-03-25 15:00:00,91.64
2011-03-25 16:00:00,123.96
2011-03-25 17:00:00,201.44
2011-03-25 18:00:00,198.04
2011-03-25 19:00:00,145.56
2011-03-25 20:00:00,98.22
2011-03-25 21:00:00,75.79
2011-03-25 22:00:00,47.85
2011-03-25 23:00:00,36.86
2011-03-26 00:00:00,39.52
2011-03-26 01:00:00,28.9
2011-03-26 02:00:00,20.23
2011-03-26 03:00:00,14.68
2011-03-26 04:00:00,5.09
2011-03-26 05:00:00,3.92
2011-03-26 06:00:00,9.06
2011-03-26 07:00:00,35.19
2011-03-26 08:00:00,64.15
2011-03-26 09:00:00,91.09
2011-03-26 10:00:00,105.81
2011-03-26 11:00:00,118.96
2011-03-26 12:00:00,128.26
2011-03-26 13:00:00,144.02
2011-03-26 14:00:00,149.63
2011-03-26 15:00:00,155.45
2011-03-26 16:00:00,159.15
2011-03-26 17:00:00,153.53
2011-03-26 18:00:00,142.1
2011-03-26 19:00:00,105.35
2011-03-26 20:00:00,73.42
2011-03-26 21:00:00,52.06
2011-03-26 22:00:00,47.31
2011-03-26 23:00:00,36.43
2011-03-27 00:00:00,41.22
2011-03-27 01:00:00,27.94
2011-03-27 02:00:00,22.63
2011-03-27 03:00:00,16.63
2011-03-27 04:00:00,5.63
2011-03-27 06:00:00,8.27
2011-03-27 07:00:00,53.88
2011-03-27 08:00:00,63.11
2011-03-27 09:00:00,81.87
2011-03-27 10:00:00,108.07
2011-03-27 11:00:00,113.54
2011-03-27 12:00:00,120.72
2011-03-27 13:00:00,139.49
2011-03-27 14:00:00,151.84
2011-03-27 15:00:00,143.27
2011-03-27 16:00:00,165.43
2011-03-27 17:00:00,150.77
2011-03-27 18:00:00,132.59
2011-03-27 19:00:00,108.67
2011-03-27 20:00:00,62.84
2011-03-27 21:00:00,46.14
2011-03-27 22:00:00,43.98
2011-03-27 23:00:00,37.53
2011-03-28 00:00:00,14.22
2011-03-28 01:00:00,6.07
2011-03-28 02:00:00,6.1
2011-03-28 03:00:00,3.89
2011-03-28 05:00:00,10.26
2011-03-28 06:00:00,41.35
2011-03-28 07:00:00,116.57
2011-03-28 08:00:00,205.16
2011-03-28 09:00:00,139.52
2011-03-28 10:00:00,74.05
2011-03-28 11:00:00,80.11
2011-03-28 12:00:00,87.06
2011-03-28 13:00:00,90.97
2011-03-28 14:00:00,88.48
2011-03-28 15:00:00,89.2
2011-03-28 16:00:00,122.39
2011-03-28 17:00:00,228.2
2011-03-28 18:00:00,203.5
2011-03-28 19:00:00,143.69
2011-03-28 20:00:00,96.5
2011-03-28 21:00:00,76.27
2011-03-28 22:00:00,49.44
2011-03-28 23:00:00,33.66
2011-03-29 00:00:00,16.8
2011-03-29 01:00:00,4.87
2011-03-29 02:00:00,9.32
2011-03-29 03:00:00,3.95
2011-03-29 04:00:00,3.33
2011-03-29 05:00:00,8.46
2011-03-29 06:00:00,41.55
2011-03-29 07:00:00,115.73
2011-03-29 08:00:00,207.1
2011-03-29 09:00:00,132.95
2011-03-29 10:00:00,76.0
2011-03-29 11:00:00,78.64
2011-03-29 12:00:00,92.17
2011-03-29 13:00:00,89.2
2011-03-29 14:00:00,93.46
2011-03-29 15:00:00,94.48
2011-03-29 16:00:00,123.03
2011-03-29 17:00:00,242.36
2011-03-29 18:00:00,235.07
2011-03-29 19:00:00,156.47
2011-03-29 20:00:00,101.61
2011-03-29 21:00:00,87.09
2011-03-29 22:00:00,60.16
2011-03-29 23:00:00,35.19
2011-03-30 00:00:00,20.43
2011-03-30 01:00:00,11.08
2011-03-30 02:00:00,5.85
2011-03-30 03:00:00,3.94
2011-03-30 04:00:00,3.88
2011-03-30 05:00:00,10.68
2011-03-30 06:00:00,43.27
2011-03-30 07:00:00,126.97
2011-03-30 08:00:00,211.26
2011-03-30 09:00:00,137.43
2011-03-30 10:00:00,83.54
2011-03-30 11:00:00,86.28
2011-03-30 12:00:00,99.95
2011-03-30 13:00:00,96.44
2011-03-30 14:00:00,92.84
2011-03-30 15:00:00,64.29
2011-03-30 16:00:00,73.28
2011-03-30 17:00:00,157.25
2011-03-30 18:00:00,138.77
2011-03-30 19:00:00,102.77
2011-03-30 20:00:00,69.25
2011-03-30 21:00:00,64.72
2011-03-30 22:00:00,39.0
2011-03-30 23:00:00,34.07
2011-03-31 00:00:00,10.93
2011-03-31 01:00:00,8.09
2011-03-31 02:00:00,5.1
2011-03-31 03:00:00,3.2
2011-03-31 04:00:00,3.07
2011-03-31 05:00:00,9.49
2011-03-31 06:00:00,29.17
2011-03-31 07:00:00,114.96
2011-03-31 08:00:00,161.24
2011-03-31 09:00:00,119.68
2011-03-31 10:00:00,66.16
2011-03-31 11:00:00,70.27
2011-03-31 12:00:00,74.61
2011-03-31 13:00:00,71.57
2011-03-31 14:00:00,69.14
2011-03-31 15:00:00,57.79
2011-03-31 16:00:00,96.25
2011-03-31 17:00:00,168.82
2011-03-31 18:00:00,159.51
2011-03-31 19:00:00,138.18
2011-03-31 20:00:00,69.39
2011-03-31 21:00:00,63.86
2011-03-31 22:00:00,45.64
2011-03-31 23:00:00,43.94
2011-04-20 00:00:00,32.41
2011-04-20 01:00:00,10.26
2011-04-20 02:00:00,9.56
2011-04-20 03:00:00,4.51
2011-04-20 04:00:00,4.26
2011-04-20 05:00:00,14.25
2011-04-20 06:00:00,45.53
2011-04-20 07:00:00,175.24
2011-04-20 08:00:00,341.25
2011-04-20 09:00:00,176.69
2011-04-20 10:00:00,137.84
2011-04-20 11:00:00,147.43
2011-04-20 12:00:00,155.61
2011-04-20 13:00:00,155.64
2011-04-20 14:00:00,152.12
2011-04-20 15:00:00,152.32
2011-04-20 16:00:00,210.59
2011-04-20 17:00:00,360.9
2011-04-20 18:00:00,358.63
2011-04-20 19:00:00,274.77
2011-04-20 20:00:00,167.65
2011-04-20 21:00:00,153.31
2011-04-20 22:00:00,129.29
2011-04-20 23:00:00,81.07
2011-04-21 00:00:00,40.62
2011-04-21 01:00:00,16.55
2011-04-21 02:00:00,11.79
2011-04-21 03:00:00,5.48
2011-04-21 04:00:00,5.47
2011-04-21 05:00:00,10.13
2011-04-21 06:00:00,49.31
2011-04-21 07:00:00,141.4
2011-04-21 08:00:00,227.19
2011-04-21 09:00:00,153.29
2011-04-21 10:00:00,115.27
2011-04-21 11:00:00,138.05
2011-04-21 12:00:00,154.51
2011-04-21 13:00:00,144.26
2011-04-21 14:00:00,127.27
2011-04-21 15:00:00,125.56
2011-04-21 16:00:00,181.37
2011-04-21 17:00:00,327.68
2011-04-21 18:00:00,304.76
2011-04-21 19:00:00,211.24
2011-04-21 20:00:00,161.43
2011-04-21 21:00:00,114.34
2011-04-21 22:00:00,81.91
2011-04-21 23:00:00,49.29
2011-04-22 00:00:00,31.65
2011-04-22 01:00:00,18.05
2011-04-22 02:00:00,11.02
2011-04-22 03:00:00,6.09
2011-04-22 04:00:00,4.88
2011-04-22 05:00:00,12.48
2011-04-22 06:00:00,53.86
2011-04-22 07:00:00,118.14
2011-04-22 08:00:00,208.25
2011-04-22 09:00:00,128.58
2011-04-22 10:00:00,96.9
2011-04-22 11:00:00,87.33
2011-04-22 12:00:00,88.15
2011-04-22 13:00:00,76.52
2011-04-22 14:00:00,42.61
2011-04-22 15:00:00,73.11
2011-04-22 16:00:00,109.67
2011-04-22 17:00:00,135.72
2011-04-22 18:00:00,101.43
2011-04-22 19:00:00,102.41
2011-04-22 20:00:00,85.12
2011-04-22 21:00:00,69.99
2011-04-22 22:00:00,59.24
2011-04-22 23:00:00,52.68
2011-04-23 00:00:00,34.85
2011-04-23 01:00:00,26.91
2011-04-23 02:00:00,22.26
2011-04-23 03:00:00,24.56
2011-04-23 04:00:00,7.49
2011-04-23 05:00:00,7.37
